artist_name,song_name,genres
snoop dogg,lay low,Hip Hop; Rap; Black Music
alice in chains,no excuses,Grunge; Rock
alice in chains,voices,Grunge; Rock
alice in chains,dont follow,Grunge; Rock
alice in chains,heaven beside you,Grunge; Rock
alice in chains,sickman,Grunge; Rock
alice in chains,sea of sorrow,Grunge; Rock
alice in chains,we die young,Grunge; Rock
alice in chains,brother,Grunge; Rock
alice in chains,your decision,Grunge; Rock
alice in chains,love hate love,Grunge; Rock
alice in chains,dirt,Grunge; Rock
alice in chains,it aint like that,Grunge; Rock
alice in chains,rain when i die,Grunge; Rock
alice in chains,the one you know,Grunge; Rock
alice in chains,swing on this,Grunge; Rock
alice in chains,sludge factory,Grunge; Rock
alice in chains,again,Grunge; Rock
alice in chains,a little bitter,Grunge; Rock
alice in chains,a looking in view,Grunge; Rock
alice in chains,acid bubble,Grunge; Rock
alice in chains,all i am,Grunge; Rock
alice in chains,all secrets known,Grunge; Rock
soundgarden,black hole sun,Rock; Grunge
soundgarden,the day i tried to live,Rock; Grunge
soundgarden,rusty cage,Rock; Grunge
soundgarden,fell on black days,Rock; Grunge
soundgarden,jesus christ pose,Rock; Grunge
soundgarden,outshined,Rock; Grunge
soundgarden,spoonman,Rock; Grunge
soundgarden,somewhere,Rock; Grunge
soundgarden,burden in my hand,Rock; Grunge
soundgarden,nothing to say,Rock; Grunge
soundgarden,like suicide,Rock; Grunge
soundgarden,been away too long,Rock; Grunge
soundgarden,4th of july,Rock; Grunge
soundgarden,my wave,Rock; Grunge
soundgarden,ty cobb,Rock; Grunge
soundgarden,blow up the outside world,Rock; Grunge
soundgarden,pretty noose,Rock; Grunge
soundgarden,taree,Rock; Grunge
soundgarden,eyelids mouth,Rock; Grunge
soundgarden,loud love,Rock; Grunge
soundgarden,superunknown,Rock; Grunge
soundgarden,searching with my good eye closed,Rock; Grunge
soundgarden,head down,Rock; Grunge
soundgarden,665,Rock; Grunge
soundgarden,667,Rock; Grunge
soundgarden,a thousand days before,Rock; Grunge
soundgarden,all your lies,Rock; Grunge
soundgarden,an unkind,Rock; Grunge
soundgarden,attrition,Rock; Grunge
soundgarden,beyond the wheel,Rock; Grunge
scorpions,wind of change,Rock; Hard Rock; Heavy Metal
scorpions,still loving you,Rock; Hard Rock; Heavy Metal
scorpions,send me an angel,Rock; Hard Rock; Heavy Metal
scorpions,rock believer,Rock; Hard Rock; Heavy Metal
scorpions,rock you like a hurricane,Rock; Hard Rock; Heavy Metal
scorpions,no one like you,Rock; Hard Rock; Heavy Metal
scorpions,shining of your soul,Rock; Hard Rock; Heavy Metal
scorpions,gas in the tank,Rock; Hard Rock; Heavy Metal
scorpions,peacemaker,Rock; Hard Rock; Heavy Metal
scorpions,when the smoke is going down,Rock; Hard Rock; Heavy Metal
scorpions,shoot for your heart,Rock; Hard Rock; Heavy Metal
scorpions,the zoo,Rock; Hard Rock; Heavy Metal
scorpions,humanity,Rock; Hard Rock; Heavy Metal
scorpions,maybe i maybe you,Rock; Hard Rock; Heavy Metal
scorpions,believe in love,Rock; Hard Rock; Heavy Metal
scorpions,321,Rock; Hard Rock; Heavy Metal
scorpions,across the universe,Rock; Hard Rock; Heavy Metal
scorpions,alien nation,Rock; Hard Rock; Heavy Metal
scorpions,all day and all of the night,Rock; Hard Rock; Heavy Metal
scorpions,all for one,Rock; Hard Rock; Heavy Metal
scorpions,big city nights,Rock; Hard Rock; Heavy Metal
scorpions,blackout,Rock; Hard Rock; Heavy Metal
scorpions,blood too hot,Rock; Hard Rock; Heavy Metal
scorpions,borderline,Rock; Hard Rock; Heavy Metal
scorpions,call of the wild,Rock; Hard Rock; Heavy Metal
scorpions,can you feel it,Rock; Hard Rock; Heavy Metal
scorpions,catch your luck and play,Rock; Hard Rock; Heavy Metal
scorpions,children of the revolution,Rock; Hard Rock; Heavy Metal
scorpions,crazy ride,Rock; Hard Rock; Heavy Metal
scorpions,crossing borders,Rock; Hard Rock; Heavy Metal
slipknot,snuff,Hard Rock; Heavy Metal; Rock
slipknot,psychosocial,Hard Rock; Heavy Metal; Rock
slipknot,duality,Hard Rock; Heavy Metal; Rock
slipknot,before i forget,Hard Rock; Heavy Metal; Rock
slipknot,vermilion,Hard Rock; Heavy Metal; Rock
slipknot,the devil in i,Hard Rock; Heavy Metal; Rock
slipknot,wait and bleed,Hard Rock; Heavy Metal; Rock
slipknot,dead memories,Hard Rock; Heavy Metal; Rock
slipknot,unsainted,Hard Rock; Heavy Metal; Rock
slipknot,killpop,Hard Rock; Heavy Metal; Rock
slipknot,custer,Hard Rock; Heavy Metal; Rock
slipknot,solway firth,Hard Rock; Heavy Metal; Rock
slipknot,disasterpiece,Hard Rock; Heavy Metal; Rock
slipknot,spit it out,Hard Rock; Heavy Metal; Rock
slipknot,the chapeltown rag,Hard Rock; Heavy Metal; Rock
slipknot,xix,Hard Rock; Heavy Metal; Rock
slipknot,insert coin,Hard Rock; Heavy Metal; Rock
slipknot,my plague,Hard Rock; Heavy Metal; Rock
slipknot,surfacing,Hard Rock; Heavy Metal; Rock
slipknot,my pain,Hard Rock; Heavy Metal; Rock
slipknot,all hope is gone,Hard Rock; Heavy Metal; Rock
slipknot,all out life,Hard Rock; Heavy Metal; Rock
slipknot,aov,Hard Rock; Heavy Metal; Rock
slipknot,be prepared for hell,Hard Rock; Heavy Metal; Rock
slipknot,birth of the cruel,Hard Rock; Heavy Metal; Rock
slipknot,child of burning time,Hard Rock; Heavy Metal; Rock
slipknot,circle,Hard Rock; Heavy Metal; Rock
slipknot,critical darling,Hard Rock; Heavy Metal; Rock
slipknot,danger keep away,Hard Rock; Heavy Metal; Rock
slipknot,death because of death,Hard Rock; Heavy Metal; Rock
avenged sevenfold,so far away,Hard Rock; Heavy Metal; Rock
avenged sevenfold,nightmare,Hard Rock; Heavy Metal; Rock
avenged sevenfold,dear god,Hard Rock; Heavy Metal; Rock
avenged sevenfold,a little piece of heaven,Hard Rock; Heavy Metal; Rock
avenged sevenfold,seize the day,Hard Rock; Heavy Metal; Rock
avenged sevenfold,afterlife,Hard Rock; Heavy Metal; Rock
avenged sevenfold,danger line,Hard Rock; Heavy Metal; Rock
avenged sevenfold,hail to the king,Hard Rock; Heavy Metal; Rock
avenged sevenfold,heretic,Hard Rock; Heavy Metal; Rock
avenged sevenfold,set me free,Hard Rock; Heavy Metal; Rock
avenged sevenfold,buried alive,Hard Rock; Heavy Metal; Rock
avenged sevenfold,shepherd of fire,Hard Rock; Heavy Metal; Rock
avenged sevenfold,bat country,Hard Rock; Heavy Metal; Rock
avenged sevenfold,victim,Hard Rock; Heavy Metal; Rock
avenged sevenfold,fiction,Hard Rock; Heavy Metal; Rock
avenged sevenfold,demons,Hard Rock; Heavy Metal; Rock
avenged sevenfold,girl i know,Hard Rock; Heavy Metal; Rock
avenged sevenfold,and all things will end,Hard Rock; Heavy Metal; Rock
avenged sevenfold,blinded in chains,Hard Rock; Heavy Metal; Rock
avenged sevenfold,almost easy,Hard Rock; Heavy Metal; Rock
avenged sevenfold,save me,Hard Rock; Heavy Metal; Rock
avenged sevenfold,critical acclaim,Hard Rock; Heavy Metal; Rock
avenged sevenfold,the fight,Hard Rock; Heavy Metal; Rock
avenged sevenfold,gunslinger,Hard Rock; Heavy Metal; Rock
avenged sevenfold,welcome to the family,Hard Rock; Heavy Metal; Rock
avenged sevenfold,acid rain,Hard Rock; Heavy Metal; Rock
avenged sevenfold,an epic of time wasted,Hard Rock; Heavy Metal; Rock
avenged sevenfold,angels,Hard Rock; Heavy Metal; Rock
avenged sevenfold,as tears go by,Hard Rock; Heavy Metal; Rock
avenged sevenfold,beast and the harlot,Hard Rock; Heavy Metal; Rock
disturbed,the sound of silence,Rock; Hard Rock; Heavy Metal
disturbed,hold on to memories,Rock; Hard Rock; Heavy Metal
disturbed,down with the sickness,Rock; Hard Rock; Heavy Metal
disturbed,indestructible,Rock; Hard Rock; Heavy Metal
disturbed,the animal,Rock; Hard Rock; Heavy Metal
disturbed,the game,Rock; Hard Rock; Heavy Metal
disturbed,no more,Rock; Hard Rock; Heavy Metal
disturbed,stricken,Rock; Hard Rock; Heavy Metal
disturbed,a reason to fight,Rock; Hard Rock; Heavy Metal
disturbed,in another time,Rock; Hard Rock; Heavy Metal
disturbed,the night,Rock; Hard Rock; Heavy Metal
disturbed,voices,Rock; Hard Rock; Heavy Metal
disturbed,enough,Rock; Hard Rock; Heavy Metal
disturbed,inside the fire,Rock; Hard Rock; Heavy Metal
disturbed,immortalized,Rock; Hard Rock; Heavy Metal
disturbed,legion of monsters,Rock; Hard Rock; Heavy Metal
disturbed,my child,Rock; Hard Rock; Heavy Metal
disturbed,prayer,Rock; Hard Rock; Heavy Metal
disturbed,fear,Rock; Hard Rock; Heavy Metal
disturbed,numb,Rock; Hard Rock; Heavy Metal
disturbed,conflict,Rock; Hard Rock; Heavy Metal
disturbed,meaning of life,Rock; Hard Rock; Heavy Metal
disturbed,3,Rock; Hard Rock; Heavy Metal
disturbed,a welcome burden,Rock; Hard Rock; Heavy Metal
disturbed,already gone,Rock; Hard Rock; Heavy Metal
disturbed,another way to die,Rock; Hard Rock; Heavy Metal
disturbed,are you ready,Rock; Hard Rock; Heavy Metal
disturbed,asylum,Rock; Hard Rock; Heavy Metal
disturbed,avarice,Rock; Hard Rock; Heavy Metal
disturbed,awaken,Rock; Hard Rock; Heavy Metal
megadeth,symphony of destruction,Heavy Metal; Hard Rock; Rock
megadeth,a tout le monde,Heavy Metal; Hard Rock; Rock
megadeth,sweating bullets,Heavy Metal; Hard Rock; Rock
megadeth,peace sells,Heavy Metal; Hard Rock; Rock
megadeth,in my darkest hour,Heavy Metal; Hard Rock; Rock
megadeth,poisonous shadows,Heavy Metal; Hard Rock; Rock
megadeth,set the world afire,Heavy Metal; Hard Rock; Rock
megadeth,angry again,Heavy Metal; Hard Rock; Rock
megadeth,take no prisoners,Heavy Metal; Hard Rock; Rock
megadeth,lucretia,Heavy Metal; Hard Rock; Rock
megadeth,five magics,Heavy Metal; Hard Rock; Rock
megadeth,countdown to extinction,Heavy Metal; Hard Rock; Rock
megadeth,trust,Heavy Metal; Hard Rock; Rock
megadeth,conjuring,Heavy Metal; Hard Rock; Rock
megadeth,wake up dead,Heavy Metal; Hard Rock; Rock
megadeth,die dead enough,Heavy Metal; Hard Rock; Rock
megadeth,kill the king,Heavy Metal; Hard Rock; Rock
megadeth,dawn patrol,Heavy Metal; Hard Rock; Rock
megadeth,1000 times goodbye,Heavy Metal; Hard Rock; Rock
megadeth,13,Heavy Metal; Hard Rock; Rock
megadeth,44 minutes,Heavy Metal; Hard Rock; Rock
megadeth,a secret place,Heavy Metal; Hard Rock; Rock
megadeth,almost honest,Heavy Metal; Hard Rock; Rock
megadeth,amerikhastan,Heavy Metal; Hard Rock; Rock
megadeth,ashes in your mouth,Heavy Metal; Hard Rock; Rock
megadeth,back in the day,Heavy Metal; Hard Rock; Rock
megadeth,bite the hand,Heavy Metal; Hard Rock; Rock
megadeth,black friday,Heavy Metal; Hard Rock; Rock
megadeth,black swan,Heavy Metal; Hard Rock; Rock
megadeth,blackmail the universe,Heavy Metal; Hard Rock; Rock
judas priest,a touch of evil,Hard Rock; Heavy Metal
judas priest,all guns blazing,Hard Rock; Heavy Metal
judas priest,alone,Hard Rock; Heavy Metal
judas priest,angel,Hard Rock; Heavy Metal
judas priest,battle cry,Hard Rock; Heavy Metal
judas priest,beginning of the end,Hard Rock; Heavy Metal
judas priest,beyond the realms of death,Hard Rock; Heavy Metal
judas priest,bloodsuckers,Hard Rock; Heavy Metal
judas priest,breaking the law,Hard Rock; Heavy Metal
judas priest,bring it on,Hard Rock; Heavy Metal
judas priest,cheater,Hard Rock; Heavy Metal
judas priest,children of the sun,Hard Rock; Heavy Metal
judas priest,close to you,Hard Rock; Heavy Metal
judas priest,cold blooded,Hard Rock; Heavy Metal
judas priest,conquest,Hard Rock; Heavy Metal
judas priest,creatures,Hard Rock; Heavy Metal
judas priest,crossfire,Hard Rock; Heavy Metal
judas priest,cyberface,Hard Rock; Heavy Metal
judas priest,deal with the devil,Hard Rock; Heavy Metal
judas priest,death,Hard Rock; Heavy Metal
judas priest,deceiver,Hard Rock; Heavy Metal
judas priest,delivering the goods,Hard Rock; Heavy Metal
judas priest,demonizer,Hard Rock; Heavy Metal
judas priest,devil digger,Hard Rock; Heavy Metal
judas priest,diamonds and rust,Hard Rock; Heavy Metal
judas priest,dissident aggressor,Hard Rock; Heavy Metal
judas priest,down in flames,Hard Rock; Heavy Metal
judas priest,dragonaut,Hard Rock; Heavy Metal
judas priest,dreamer deceiver,Hard Rock; Heavy Metal
judas priest,dying to meet you,Hard Rock; Heavy Metal
bullet for my valentine,rainbow veins,Heavy Metal; Rock; Hard Rock
bullet for my valentine,waking the demon,Heavy Metal; Rock; Hard Rock
bullet for my valentine,hand of blood,Heavy Metal; Rock; Hard Rock
bullet for my valentine,your betrayal,Heavy Metal; Rock; Hard Rock
bullet for my valentine,no way out,Heavy Metal; Rock; Hard Rock
bullet for my valentine,hearts burst into fire,Heavy Metal; Rock; Hard Rock
bullet for my valentine,my reverie,Heavy Metal; Rock; Hard Rock
bullet for my valentine,bastards,Heavy Metal; Rock; Hard Rock
bullet for my valentine,road to nowhere,Heavy Metal; Rock; Hard Rock
bullet for my valentine,riot,Heavy Metal; Rock; Hard Rock
bullet for my valentine,parasite,Heavy Metal; Rock; Hard Rock
bullet for my valentine,army of noise,Heavy Metal; Rock; Hard Rock
bullet for my valentine,the poison,Heavy Metal; Rock; Hard Rock
bullet for my valentine,under again,Heavy Metal; Rock; Hard Rock
bullet for my valentine,paralysed,Heavy Metal; Rock; Hard Rock
bullet for my valentine,worthless,Heavy Metal; Rock; Hard Rock
bullet for my valentine,coma,Heavy Metal; Rock; Hard Rock
bullet for my valentine,leap of faith,Heavy Metal; Rock; Hard Rock
bullet for my valentine,a place where you belong,Heavy Metal; Rock; Hard Rock
bullet for my valentine,alone,Heavy Metal; Rock; Hard Rock
bullet for my valentine,ashes of the innocent,Heavy Metal; Rock; Hard Rock
bullet for my valentine,begging for mercy,Heavy Metal; Rock; Hard Rock
bullet for my valentine,bittersweet memories,Heavy Metal; Rock; Hard Rock
bullet for my valentine,breaking out,Heavy Metal; Rock; Hard Rock
bullet for my valentine,breaking point,Heavy Metal; Rock; Hard Rock
bullet for my valentine,breathe underwater,Heavy Metal; Rock; Hard Rock
bullet for my valentine,broken,Heavy Metal; Rock; Hard Rock
bullet for my valentine,crawling,Heavy Metal; Rock; Hard Rock
bullet for my valentine,cries in vain,Heavy Metal; Rock; Hard Rock
bullet for my valentine,curses,Heavy Metal; Rock; Hard Rock
papa roach,elevate,Rock; Hardcore; Hard Rock
papa roach,between angels and insects,Rock; Hardcore; Hard Rock
papa roach,american dreams,Rock; Hardcore; Hard Rock
papa roach,be free,Rock; Hardcore; Hard Rock
papa roach,before i die,Rock; Hardcore; Hard Rock
papa roach,binge,Rock; Hardcore; Hard Rock
papa roach,black clouds,Rock; Hardcore; Hard Rock
papa roach,blood brothers,Rock; Hardcore; Hard Rock
papa roach,born for greatness,Rock; Hardcore; Hard Rock
papa roach,break the fall,Rock; Hardcore; Hard Rock
papa roach,breathe you in,Rock; Hardcore; Hard Rock
papa roach,broken as me,Rock; Hardcore; Hard Rock
papa roach,broken home,Rock; Hardcore; Hard Rock
papa roach,burn,Rock; Hardcore; Hard Rock
papa roach,change or die,Rock; Hardcore; Hard Rock
papa roach,come around,Rock; Hardcore; Hard Rock
papa roach,crash,Rock; Hardcore; Hard Rock
papa roach,crooked teeth,Rock; Hardcore; Hard Rock
papa roach,cut the line,Rock; Hardcore; Hard Rock
papa roach,dead cell,Rock; Hardcore; Hard Rock
papa roach,decompression period,Rock; Hardcore; Hard Rock
papa roach,devil,Rock; Hardcore; Hard Rock
papa roach,do or die,Rock; Hardcore; Hard Rock
papa roach,done with you,Rock; Hardcore; Hard Rock
papa roach,dying to believe,Rock; Hardcore; Hard Rock
papa roach,face everything and rise,Rock; Hardcore; Hard Rock
papa roach,falling apart,Rock; Hardcore; Hard Rock
papa roach,fear hate love,Rock; Hardcore; Hard Rock
papa roach,feel like home,Rock; Hardcore; Hard Rock
papa roach,forever,Rock; Hardcore; Hard Rock
nofx,the decline,Hardcore; Punk Rock
nofx,linoleum,Hardcore; Punk Rock
nofx,13 stitches,Hardcore; Punk Rock
nofx,idiots are taking over,Hardcore; Punk Rock
nofx,drugs are good,Hardcore; Punk Rock
nofx,scavenger type,Hardcore; Punk Rock
nofx,dinosaurs will die,Hardcore; Punk Rock
nofx,cokie the clown,Hardcore; Punk Rock
nofx,seeing double at the triple rock,Hardcore; Punk Rock
nofx,the separation of church and skate,Hardcore; Punk Rock
nofx,just the flu,Hardcore; Punk Rock
nofx,bleeding heart disease,Hardcore; Punk Rock
nofx,shut up already,Hardcore; Punk Rock
nofx,180 degrees,Hardcore; Punk Rock
nofx,a200 club,Hardcore; Punk Rock
nofx,all my friends in new york,Hardcore; Punk Rock
nofx,all of me,Hardcore; Punk Rock
nofx,all outta angst,Hardcore; Punk Rock
nofx,always hate hippies,Hardcore; Punk Rock
nofx,and now for something completely similar,Hardcore; Punk Rock
nofx,arming the proletariat with potato guns,Hardcore; Punk Rock
nofx,bath of least resistance,Hardcore; Punk Rock
nofx,benny got blowed up,Hardcore; Punk Rock
nofx,bob,Hardcore; Punk Rock
nofx,bottles to the ground,Hardcore; Punk Rock
nofx,brain constipation,Hardcore; Punk Rock
nofx,codependence day,Hardcore; Punk Rock
nofx,cool and unusual punishment,Hardcore; Punk Rock
nofx,creeping out sara,Hardcore; Punk Rock
nofx,day to daze,Hardcore; Punk Rock
rise against,savior,Punk Rock; Hardcore; Rock
rise against,prayer of the refugee,Punk Rock; Hardcore; Rock
rise against,methadone,Punk Rock; Hardcore; Rock
rise against,ready to fall,Punk Rock; Hardcore; Rock
rise against,the good left undone,Punk Rock; Hardcore; Rock
rise against,swing life away,Punk Rock; Hardcore; Rock
rise against,satellite,Punk Rock; Hardcore; Rock
rise against,forfeit,Punk Rock; Hardcore; Rock
rise against,nowhere generation,Punk Rock; Hardcore; Rock
rise against,making christmas,Punk Rock; Hardcore; Rock
rise against,the numbers,Punk Rock; Hardcore; Rock
rise against,wolves,Punk Rock; Hardcore; Rock
rise against,people live here,Punk Rock; Hardcore; Rock
rise against,paper wings,Punk Rock; Hardcore; Rock
rise against,awake too long,Punk Rock; Hardcore; Rock
rise against,give it all,Punk Rock; Hardcore; Rock
rise against,from heads unworthy,Punk Rock; Hardcore; Rock
rise against,1000 good intentions,Punk Rock; Hardcore; Rock
rise against,3 day weekend,Punk Rock; Hardcore; Rock
rise against,a beautiful indifference,Punk Rock; Hardcore; Rock
rise against,alive and well,Punk Rock; Hardcore; Rock
rise against,amber changing,Punk Rock; Hardcore; Rock
rise against,anywhere but here,Punk Rock; Hardcore; Rock
rise against,architects,Punk Rock; Hardcore; Rock
rise against,audience of one,Punk Rock; Hardcore; Rock
rise against,ballad of hollis brown,Punk Rock; Hardcore; Rock
rise against,behind closed doors,Punk Rock; Hardcore; Rock
rise against,blind,Punk Rock; Hardcore; Rock
rise against,blood to bleed,Punk Rock; Hardcore; Rock
rise against,bricks,Punk Rock; Hardcore; Rock
pennywise,alien,Punk Rock; Hardcore; Rock
pennywise,fuck authority,Punk Rock; Hardcore; Rock
pennywise,time marches on,Punk Rock; Hardcore; Rock
pennywise,bro hymn,Punk Rock; Hardcore; Rock
pennywise,18 soldiers,Punk Rock; Hardcore; Rock
pennywise,6th avenue nightmare,Punk Rock; Hardcore; Rock
pennywise,a little hope,Punk Rock; Hardcore; Rock
pennywise,affliction,Punk Rock; Hardcore; Rock
pennywise,all along,Punk Rock; Hardcore; Rock
pennywise,all or nothing,Punk Rock; Hardcore; Rock
pennywise,all we need,Punk Rock; Hardcore; Rock
pennywise,anyone listening,Punk Rock; Hardcore; Rock
pennywise,badge of pride,Punk Rock; Hardcore; Rock
pennywise,best i can,Punk Rock; Hardcore; Rock
pennywise,change my mind,Punk Rock; Hardcore; Rock
pennywise,closer,Punk Rock; Hardcore; Rock
pennywise,competition song,Punk Rock; Hardcore; Rock
pennywise,confusion,Punk Rock; Hardcore; Rock
pennywise,die for you,Punk Rock; Hardcore; Rock
pennywise,disconnect,Punk Rock; Hardcore; Rock
pennywise,divine intervention,Punk Rock; Hardcore; Rock
pennywise,dying,Punk Rock; Hardcore; Rock
pennywise,enemy,Punk Rock; Hardcore; Rock
pennywise,faith and hope,Punk Rock; Hardcore; Rock
pennywise,falling down,Punk Rock; Hardcore; Rock
pennywise,fight till you die,Punk Rock; Hardcore; Rock
pennywise,final chapters,Punk Rock; Hardcore; Rock
pennywise,fox tv,Punk Rock; Hardcore; Rock
pennywise,god save the usa,Punk Rock; Hardcore; Rock
pennywise,holiday in the sun,Punk Rock; Hardcore; Rock
korn,freak on a leash,Heavy Metal; Rock; Hard Rock
korn,blind,Heavy Metal; Rock; Hard Rock
korn,penance to sorrow,Heavy Metal; Rock; Hard Rock
korn,twist,Heavy Metal; Rock; Hard Rock
korn,start the healing,Heavy Metal; Rock; Hard Rock
korn,can you hear me,Heavy Metal; Rock; Hard Rock
korn,hopeless and beaten,Heavy Metal; Rock; Hard Rock
korn,alone i break,Heavy Metal; Rock; Hard Rock
korn,thoughtless,Heavy Metal; Rock; Hard Rock
korn,my confession,Heavy Metal; Rock; Hard Rock
korn,falling away from me,Heavy Metal; Rock; Hard Rock
korn,coming undone,Heavy Metal; Rock; Hard Rock
korn,got the life,Heavy Metal; Rock; Hard Rock
korn,forgotten,Heavy Metal; Rock; Hard Rock
korn,cold,Heavy Metal; Rock; Hard Rock
korn,embrace,Heavy Metal; Rock; Hard Rock
korn,somebody someone,Heavy Metal; Rock; Hard Rock
korn,alive,Heavy Metal; Rock; Hard Rock
korn,beat it upright,Heavy Metal; Rock; Hard Rock
korn,bitch we got a problem,Heavy Metal; Rock; Hard Rock
korn,black is the soul,Heavy Metal; Rock; Hard Rock
korn,blame,Heavy Metal; Rock; Hard Rock
korn,break some off,Heavy Metal; Rock; Hard Rock
korn,chi,Heavy Metal; Rock; Hard Rock
korn,clown,Heavy Metal; Rock; Hard Rock
korn,counting on me,Heavy Metal; Rock; Hard Rock
korn,creep,Heavy Metal; Rock; Hard Rock
korn,deep inside,Heavy Metal; Rock; Hard Rock
korn,did my time,Heavy Metal; Rock; Hard Rock
korn,die another day,Heavy Metal; Rock; Hard Rock
sepultura,territory,Heavy Metal
sepultura,roots bloody roots,Heavy Metal
sepultura,orgasmatron,Heavy Metal
sepultura,isolation,Heavy Metal
sepultura,troops of doom,Heavy Metal
sepultura,trauma of war,Heavy Metal
sepultura,impending doom,Heavy Metal
sepultura,alethea,Heavy Metal
sepultura,cyber god,Heavy Metal
sepultura,i am the enemy,Heavy Metal
sepultura,biotech is godzilla,Heavy Metal
sepultura,the vatican,Heavy Metal
sepultura,dead embryonic cells,Heavy Metal
sepultura,activist,Heavy Metal
sepultura,agony of defeat,Heavy Metal
sepultura,ali,Heavy Metal
sepultura,apes of god,Heavy Metal
sepultura,arise,Heavy Metal
sepultura,as it is,Heavy Metal
sepultura,attitude,Heavy Metal
sepultura,autem,Heavy Metal
sepultura,beneath the remains,Heavy Metal
sepultura,border wars,Heavy Metal
sepultura,born strong,Heavy Metal
sepultura,born stubborn,Heavy Metal
sepultura,bottomed out,Heavy Metal
sepultura,breed apart,Heavy Metal
sepultura,bullet the blue sky,Heavy Metal
sepultura,buried words,Heavy Metal
sepultura,capital enslavement,Heavy Metal
five finger death punch,wrong side of heaven,Heavy Metal
five finger death punch,a little bit off,Heavy Metal
five finger death punch,bad company,Heavy Metal
five finger death punch,remember everything,Heavy Metal
five finger death punch,darkness settles in,Heavy Metal
five finger death punch,inside out,Heavy Metal
five finger death punch,wash it all away,Heavy Metal
five finger death punch,gone away,Heavy Metal
five finger death punch,far from home,Heavy Metal
five finger death punch,house of the rising sun,Heavy Metal
five finger death punch,i refuse,Heavy Metal
five finger death punch,under and over it,Heavy Metal
five finger death punch,brighter side of grey,Heavy Metal
five finger death punch,to be alone,Heavy Metal
five finger death punch,blue on black,Heavy Metal
five finger death punch,my nemesis,Heavy Metal
five finger death punch,question everything,Heavy Metal
five finger death punch,jekyll and hyde,Heavy Metal
five finger death punch,will the sun ever rise,Heavy Metal
five finger death punch,top of the world,Heavy Metal
five finger death punch,i apologize,Heavy Metal
five finger death punch,100 ways to hate,Heavy Metal
five finger death punch,a day in my life,Heavy Metal
five finger death punch,a place to die,Heavy Metal
five finger death punch,american capitalist,Heavy Metal
five finger death punch,anywhere but here,Heavy Metal
five finger death punch,ashes,Heavy Metal
five finger death punch,back for more,Heavy Metal
five finger death punch,bad seed,Heavy Metal
five finger death punch,battle born,Heavy Metal
motörhead,ace of spades,Heavy Metal; Rock; Hard Rock
motörhead,overkill,Heavy Metal; Rock; Hard Rock
motörhead,god was never on your side,Heavy Metal; Rock; Hard Rock
motörhead,trigger,Heavy Metal; Rock; Hard Rock
motörhead,in the name of tragedy,Heavy Metal; Rock; Hard Rock
motörhead,heroes,Heavy Metal; Rock; Hard Rock
motörhead,back on the chain,Heavy Metal; Rock; Hard Rock
motörhead,be my baby,Heavy Metal; Rock; Hard Rock
motörhead,born to lose,Heavy Metal; Rock; Hard Rock
motörhead,brave new world,Heavy Metal; Rock; Hard Rock
motörhead,brotherhood of man,Heavy Metal; Rock; Hard Rock
motörhead,buried alive,Heavy Metal; Rock; Hard Rock
motörhead,bye bye bitch bye bye,Heavy Metal; Rock; Hard Rock
motörhead,choking on your screams,Heavy Metal; Rock; Hard Rock
motörhead,christine,Heavy Metal; Rock; Hard Rock
motörhead,crying shame,Heavy Metal; Rock; Hard Rock
motörhead,death machine,Heavy Metal; Rock; Hard Rock
motörhead,devil i know,Heavy Metal; Rock; Hard Rock
motörhead,devils in my head,Heavy Metal; Rock; Hard Rock
motörhead,do you believe,Heavy Metal; Rock; Hard Rock
motörhead,down on me,Heavy Metal; Rock; Hard Rock
motörhead,down the line,Heavy Metal; Rock; Hard Rock
motörhead,dust and glass,Heavy Metal; Rock; Hard Rock
motörhead,electricity,Heavy Metal; Rock; Hard Rock
motörhead,end of time,Heavy Metal; Rock; Hard Rock
motörhead,english rose,Heavy Metal; Rock; Hard Rock
motörhead,evil eye,Heavy Metal; Rock; Hard Rock
motörhead,fight,Heavy Metal; Rock; Hard Rock
motörhead,fire storm hotel,Heavy Metal; Rock; Hard Rock
motörhead,get back in line,Heavy Metal; Rock; Hard Rock
cannibal corpse,i cum blood,Heavy Metal
cannibal corpse,hammer smashed face,Heavy Metal
cannibal corpse,scourge of iron,Heavy Metal
cannibal corpse,evisceration plague,Heavy Metal
cannibal corpse,a skull full of maggots,Heavy Metal
cannibal corpse,kill or become,Heavy Metal
cannibal corpse,bloodlands,Heavy Metal
cannibal corpse,no remorse,Heavy Metal
cannibal corpse,orgasm through torture,Heavy Metal
cannibal corpse,demented aggression,Heavy Metal
cannibal corpse,stripped raped and strangled,Heavy Metal
cannibal corpse,disposal of the body,Heavy Metal
cannibal corpse,staring through the eyes of the dead,Heavy Metal
cannibal corpse,covered with sores,Heavy Metal
cannibal corpse,devoured by vermin,Heavy Metal
cannibal corpse,necrosadistic warning,Heavy Metal
cannibal corpse,murder worship,Heavy Metal
cannibal corpse,priests of sodom,Heavy Metal
cannibal corpse,a cauldron of hate,Heavy Metal
cannibal corpse,a skeletal domain,Heavy Metal
cannibal corpse,absolute hatred,Heavy Metal
cannibal corpse,as deep as the knife will go,Heavy Metal
cannibal corpse,asphyxiate to resuscitate,Heavy Metal
cannibal corpse,barbaric bludgeonings,Heavy Metal
cannibal corpse,beheading and burning,Heavy Metal
